id,comment
4,"给孩子一直在用伊利这个牌子，孩子也比较喜欢，选择好奶粉有五大技巧。一是试手感。用手指捏住奶粉包装袋来回摩擦，真奶粉质地细腻，会发出&ldquo;吱吱&rdquo;声;假奶粉由于掺有绵白糖、 葡萄糖 等成分，颗粒较粗，会发出&ldquo;沙沙&rdquo;的流动声。二是辨颜色。真奶粉呈天然乳黄色。假奶粉颜色较白，细看有结晶和光泽。有的假奶粉会呈现漂白色，或者有其他不自然的颜色。三是闻气味。打开包装，真奶粉有 牛奶 特有的浓郁的乳香味;假奶粉乳香甚淡，甚至根本没有乳香味。四是尝味道。真奶粉细腻发黏，易粘在牙齿、舌头和上颚部，溶解较快，且无糖的甜味，加糖奶粉除外。假奶粉放入口中很快溶解，不粘牙，很甜。五是看溶解速度。真奶粉放入杯中，用冷开水冲，需经搅拌才能溶解成乳白色浑浊液。假奶粉即使不搅拌也能自动溶解或发生沉淀。
正品验证：绝对正品"
5,昨天下单一大早就收到了，买了无数次奶粉了，对于经常写评论&hellip;&hellip;，为了挣豆豆，京东物流很快，3段，4段转奶了，孩子大了，
6,金领冠珍护奶粉真的好，吃了快一年了，冲奶从来没有出现过奶块，急速融化，孩子吃着也很棒，不积奶，伊利大品牌就是好。值得购买，京东的价格也很美丽，物美价廉，每次都有活动。京东送货速度很快，基本上只需一天。感谢伊利和京东。
7,伊利金领冠的奶粉，买的是900克的，来买了好多次了，京东自营的品质值得放心，奶粉不容易结块，溶解的也很快，奶粉的味道还是挺喜欢，以前用别的牌子，孩子大小便的时候很费事，尤其是大便，很容易便秘，用了这个牌子的奶粉，大小便很方便，很正常，特别的好，奶香味淡淡的，孩子也挺喜欢喝，浪费的也比较少，以后合适继续来买，谢谢
8,"正品验证：可以溯源
营养配方：含有opo，多种营养成分，宝宝从小一直都在吃的奶粉，好吸收，不上火，喝这款奶粉孩子免疫力也很高，不爱生病的，还有赠品哦。"
9,"金领冠珍护，我们家从一段开始购买的，一段的时候大概吃了十多桶的样子，孩子比较能吃，开始在沃尔玛超市购买，再后来看到京东上面也有，就开始在京东购买了，整体不错。日期都得非常的新，京东小哥的配送也非常及时，很不错，五星好评。
正品验证：应该是的
营养配方：跟不错
消化吸收：基本没有奶瓣
清火功效：还可以
溶解性：不错，很快溶解
其他特色：整体不错"
10,"正品验证：对比三段的奶粉味道相同，奶质量很好
其他特色：积分系统网购的不能参与积分，二维码查询是正品
营养配方：对比三段的配方有差异，和实体店卖的四段的是一样的，口粮奶粉伊利的不错
清火功效：喝着不上火，大小便都通畅
溶解性：五十度左右的水，随手晃几晃就充分溶解，不存在结块的现象
消化吸收：好， 伊利大品牌值得信赖"
1,"正品验证：二宝吃的奶粉一直是在京东买的，最初喝的是伊利睿护，然后是珍护，现在又给大宝买珍护4段，早就验证过了，是正品，因为相信京东，所以一直在京东自营买奶粉。
营养配方：珍护的配方特别好，OPO结构脂，益生菌，核苷酸，这些都是对孩子健康成长特别好的营养成分。喝这款奶粉易消化，不易上火。
溶解性：这款奶粉溶解性很好，不粘奶粉勺，不挂壁。"
2,"非常好宝宝很喜欢喝
正品验证：正品无忧
营养配方：精准配方
消化吸收：容易吸收
清火功效：喝了大便不硬"
3,小孩出生一直用伊利金领冠，中间换过一次其它牌子，用后婴儿拉肚子，换回来就好了，可能转奶过程快了，为了宝宝的什身体健康，后来就没再换牌子了。奶粉原料来自新西兰，很细腻，冲奶粉不结快，富含益百分，含核苷酸等特殊营养配方，现在小宝宝肠胃很好，长的很健壮，每天都要喝过奶才能入睡，很满意，现在宝宝已两岁了，还会继续喝下去
4,支持伊利，支持京东自营！！！！！！！金领冠珍护，伊利大品牌值得信赖！包装好，密封完整，配方好，除基本营养成分外，还含有OPO、DHA、牛磺酸等额外添加，并且奶源好，来自新西兰！ 选择奶粉有五大技巧。一是辨颜色。真奶粉呈天然乳黄色，假奶粉颜色较白，细看有结晶，和光泽，有的会呈现漂白色，或者有其他不自然的颜色。 二是试手感。用手指捏住奶粉包装袋来回摩擦，真奶粉质地细腻，会发出吱吱声，假奶粉由于添加绵白糖，葡萄糖等成分，颗粒较粗，会发出沙沙的流动声。 三是闻气味，这款奶粉口感好，微甜，溶解快，宝宝爱喝，奶味特别浓，是完全符合一份真正的好奶粉的需求，宝宝喜欢喝，大人也放心！
5,现在一直用这家的金领冠奶粉，二宝已经吃到第四段了，一般一个月左右买一次，三桶奶粉，奶粉不上火，不便秘，容易消化，宝宝智力非常好，非常聪明！除了基因好强大，还有就应该感谢奶粉！相信京东自营品牌！相信国产的大品牌！
6,一直买的伊利金领冠的婴儿奶粉，喝起来又有营养，又不会上火，口味口感都很不错的！新包装更安全，更卫生，更方便了也非常的防潮湿！保证小孩子的饮食安全！京东的配送速度也是非常的快，服务态度也很好，价格也很实在！推荐
7,孩子从小到大一直以来都在喝金领冠，国产大品牌值的信赖，奶粉口感很好，不是很甜，也没有很腥的味道，营养全面每回趁活动都会囤货，不光奶粉很多东西都在京东自营购买，发货快售后好服务好，现在京东店庆又买了很多东西，很满意
8,"正品验证：奶粉桶底部二维码扫描识别真伪，货真价实。
营养配方：针对中国宝宝设计的营养配方奶粉，小孩子特别喜欢吃的。
消化吸收：小孩喝了挺容易消化吸收的。
清火功效：喝了一点都不上火。
溶解性：温水冲泡很容易溶仪。
其他特色：京东自营的商品，包装完好无损，物流速度，送货及时。"
9,也是第一次给宝宝用这款奶粉，之前用a2和蓝臻多一些，用起来宝宝也是蛮喜欢的，感觉比以前吃的更多了一些。首先，京东购物，真品保证我是比较认可的，快递也是很快，很及时。价格的话，是活动家，感觉比较划算了，点赞。下次再等活动时候囤一箱，现在是先给宝宝试吃几个月。
10,"正品验证：相信京东自营的东西，经常在京东买东西
营养配方：齐全
消化吸收：孩子好吸收，不拉肚子，不便秘
清火功效：不上火
溶解性：超好溶解，奶粉加在水里摇一下就可以
其他特色：孩子出生就吃这款奶粉，买了好几次，每次价格不一样，这次才发现直播间可以领券购买，太划算了，这样平均一罐才260，之前一罐280都觉得便宜，没想到还可以更优惠，还送了2瓶180和一箱酸奶，太开心了，后期再囤奶粉。"
1,我家宝宝出生到现在一直都喝伊利奶粉，没有不良反应，吸收也不错，口味清淡，喝起来非常好，配方全面，很适合宝宝，一岁之前在实体店实，一岁后就开始在京东商城网购，价格很实惠，而且都是正品，买的放心，每罐奶粉上面都有追溯码可以查询，并且还可以自己积分，下单送货也很快，太赞啦！
2,伊利大牌子，值得信赖，以前小孩喝过至少三款奶粉，要不上火，要不就不喝了，最后都给扔掉了，心疼啊，后来换成这款奶粉，喝了有一个多月了吧，目前没发现上火等不良症状，小孩特别喜欢喝，每天都要着奶粉喝，做父母的我们也特别高兴，毕竟奶粉的营养成分还是高啊。还有京东自营的东西我也比较信任，是正品，希望京东不要让老客户失望啊，物流超级快，送货的帅哥服务态度也特别好，最后还是希望京东越做越好。
3,宝宝吃了几个月了，吃的胖胖的，吸收特别好，而且属于京东自营，吃着也放心，物流也很给力，当天下单，当天就送回来了，看着奶粉质量特别好，也很细腻，奶粉勺子设计也是很独特，属于折叠式的，用起来很方便。值得买，品质可以放心，有保障。
4,一直购买伊利金领冠的奶粉，大品牌值得信赖孩纸喝的放心，孩子现在开始吃饭了奶粉做为辅助，一天吃个两次，奶粉含有各种营养物质所需，提高免疫力，不得不说京东快递能在这个特殊时期送货真的很敬业啊，绝对的好评。。。
5,"选择奶粉是有技巧的
1.手感，真奶粉质地细腻，会发出吱吱的声音，假奶粉由于添加绵白糖，葡萄糖等成分，颗粒较粗，会发出沙沙的声音。
2.颜色，真奶粉颜色乳黄色，假奶粉颜色偏白
3.气味，这款奶粉口感好，微甜，溶解快，宝宝爱你喝，奶味特别浓，宝宝爱喝，大人放心，建议购买"
6,"正品验证：正不正品我真的不知道，但我已经买了很多很多。
营养配方：开房的话我相信吧，我只能相信国产还有国企。
消化吸收：话还是行的，每天都能拉一到两次屎。
清火功效：嗯，不会上火，基本上不会上火，没什么的哈，都是很正常。
溶解性：溶解性很好，溶解性很好特别好。
其他特色：希望增加一点就是他的胃口，我小孩胃口特别不好，挑食希望能得到解决。"
7,京东自营官方旗舰店购买，金领冠珍护1段，基本没活动。自出生以来一直喝这个，中间换了一次奶粉，不懂宝宝转奶还有说道，直接就给换了，结果拉稀超严重。奶粉换回来就好了。最近过年了，关注活动，天天看，有活动就买，囤货中！
8,这款奶粉是姐姐推荐的，她家小孩就是吃的这款奶粉，生之前姐姐在买奶粉的店里帮我拿了一罐180克的试用装，没想到自己没奶水，宝宝爱吃这款奶粉，就一直在京东上购买，国产奶粉最信赖的一个品牌了，适合中国宝宝喝的奶粉，口感很好，不怎么甜，溶解也很好不挂壁也不成块，京东物流很给力，京东自营产品更让人放心
9,非常好  孩子从小到大一直喝的金领冠 一直从京东买的，现在喝到4段了，偶尔也喝喝3段，倒替喝，感觉不错，日期也很新鲜，多做点活动哈
10,伊利金领冠珍护较大婴儿配方奶粉，智赋益佰分，原料全脂奶粉来源于新西兰，含核苷酸，富含多种维生素，矿物质，碳酸钙，硫酸亚铁，硫酸锌，硫酸铜，碘化钾，亚硒酸钠，易冲泡，好溶解，不易上火易于消化吸收，宝宝爱喝，很不错
1,宝宝从出生第一口就吃的金领冠珍护，一直到现在9个月了，还是很喜欢吃。体重增长的特别棒，经常被小区里的宝妈们羡慕，经常被请教饮食的问题。主要还是奶粉的功劳，宝宝消化也好，很少拉肚子便秘。也特别感谢京东速度，没奶粉了，火速能送到家。
